id,guest_id,cabin_id,booking_date,startDate,endDate,status,totalPrice,numGuests,numNights,created_at
Certainly.,d3902b30-f930-4a84-b6b7-f4ad06a9c54f,71,2021-08-11 22:45:02,2024-07-08,2022-06-30,checked-out,1158.47,1,14,2020-05-14 02:21:10
Leader.,d7aeab25-a20c-4f5d-baf0-57d11477fc82,16,2021-06-23 15:36:51,2024-06-10,2023-07-14,checked-in,7250.08,9,8,2020-08-22 20:35:26
Class.,866df5bf-0ba9-4db7-9431-eeb6c59bb76c,94,2020-09-13 04:32:05,2023-04-13,2020-12-05,unconfirmed,4100.83,5,26,2021-01-24 14:59:07
Their man.,bae4b0a7-6e8c-44df-99ba-b4f11e5f4175,79,2020-10-28 14:09:51,2021-06-05,2022-03-04,checked-out,3955.66,10,14,2021-05-17 14:41:16
Scene.,25149797-7db7-497c-8ffa-f7160169970d,64,2023-10-27 06:34:19,2021-06-05,2021-12-03,unconfirmed,3720.22,1,8,2023-06-12 21:10:53
Expect.,a3432705-59bf-4515-a142-30db7b583e5e,6,2022-10-09 08:36:12,2021-10-22,2023-08-03,unconfirmed,3828.15,7,1,2023-01-07 06:17:17
Such else.,0e9403d8-2704-48f1-a482-17357f193d6f,69,2020-08-11 07:23:35,2024-02-27,2022-07-20,unconfirmed,7787.12,7,7,2021-09-14 02:00:29
Partner.,7ff3da59-0ba8-4eff-a908-f4335072e882,26,2024-06-03 08:08:25,2023-10-10,2020-07-16,unconfirmed,9178.41,5,3,2022-04-19 07:18:07
Activity.,ec7f1da7-72d8-4313-95d4-009b7264d37c,42,2021-01-05 10:06:13,2021-02-02,2022-09-02,checked-out,5726.94,2,1,2021-03-04 08:58:34
Reduce.,2757a8be-5472-460b-8be0-9073d8c2f48f,90,2023-07-07 17:13:59,2020-09-03,2020-06-01,checked-in,789.54,10,20,2020-11-17 01:47:03
Behind.,75861be1-42a6-4a3f-9ec8-9fd0c0884f11,45,2021-01-03 16:16:51,2023-06-29,2021-10-27,checked-out,5151.24,9,9,2024-06-25 11:37:00
Course.,43fe8129-12c1-4e2e-bad3-d77ba125185f,70,2023-12-06 22:34:18,2023-09-04,2022-08-09,checked-in,1528.13,4,7,2020-09-04 05:50:16
Join.,5b84c18a-ef57-471f-b0ac-2444557766bd,98,2024-04-30 09:45:33,2022-09-11,2020-06-05,unconfirmed,8486.74,8,9,2022-07-02 21:30:45
Attack.,a6af81ae-b255-4640-b06b-5820e83b43b3,40,2023-09-30 09:37:14,2020-04-13,2020-10-03,checked-in,9659.66,10,15,2021-03-31 04:34:43
College.,ed685042-664d-4fd2-806b-8fe14a5bf415,94,2024-05-25 21:35:46,2021-05-07,2020-06-09,unconfirmed,9363.67,8,30,2020-01-14 23:06:51
Girl.,f746bb94-a322-41d5-a81b-86cd11d0f565,61,2023-03-25 05:29:20,2022-11-29,2021-09-24,checked-in,2686.27,10,20,2022-11-26 19:33:46
Hour arm.,98bd5db3-90c5-4a81-b86c-98a389f99ded,96,2022-12-05 19:52:36,2022-04-16,2022-04-06,unconfirmed,7560.23,2,26,2021-08-16 05:52:20
Democrat.,a4ae41fd-18ef-44f9-a4b4-23a683126881,20,2022-02-14 16:56:52,2021-12-06,2020-03-25,unconfirmed,7310.73,6,1,2020-10-24 17:38:40
Need open.,dd46cc11-246a-4a88-9cb5-02f283ff7057,40,2022-10-20 15:44:00,2020-09-26,2021-09-28,checked-out,176.0,8,22,2020-07-16 03:05:24
Glass.,79fc0500-5b89-4003-9bec-7549d674f5a1,9,2022-05-27 18:18:20,2022-06-15,2023-02-20,checked-out,7317.97,2,20,2021-02-12 03:15:26
Bit table.,dae53de2-98c5-4c66-ba16-3c5567631ff9,8,2022-06-22 06:14:06,2020-04-25,2021-07-13,unconfirmed,5370.11,7,13,2021-05-13 21:44:10
As.,f99b206e-0c78-47c3-b2f0-759cb2d93245,69,2021-09-15 12:09:56,2024-03-30,2023-07-22,unconfirmed,7645.36,8,28,2021-06-23 21:37:48
Interest.,afce5cd6-3106-48c3-aade-3d45b096bd11,81,2022-04-14 05:38:03,2022-11-28,2022-11-15,checked-out,329.76,2,19,2024-04-21 06:51:54
Change.,b4019e8b-37fe-4093-be04-5aa9cbad8745,87,2021-12-17 03:33:11,2020-01-23,2020-10-23,unconfirmed,4395.25,4,10,2021-11-21 23:39:53
Write.,8ee1c834-ab92-4ddc-a260-0eb3ec6ba1f2,63,2022-06-27 16:48:42,2024-01-04,2021-10-25,checked-in,7425.31,8,25,2020-02-22 01:26:30
Audience.,cc298f6b-0c2a-4d49-9e65-79c583104cff,91,2020-07-04 20:18:43,2022-12-24,2024-02-18,unconfirmed,2107.09,1,10,2021-04-01 12:42:51
Four stay.,570aa664-f258-4bc2-83bc-77ac305dacb3,23,2021-11-12 14:48:00,2021-09-30,2021-08-03,checked-in,3678.47,8,20,2020-04-30 07:41:08
Apply.,50d5a75c-d988-482e-b238-8246b2597134,25,2023-10-09 21:33:36,2022-06-08,2021-08-11,checked-out,637.46,2,9,2023-01-23 14:12:28
Bar give.,13de642d-9a2c-4e66-ad22-7c68f15108bb,5,2024-03-05 22:39:00,2022-01-03,2021-02-27,checked-in,5329.31,8,18,2021-06-09 23:06:11
Finally.,e5e8edaa-a3c3-43fa-9b42-25aa84940c18,61,2022-09-27 05:21:22,2020-09-19,2021-07-24,unconfirmed,8782.81,4,28,2020-11-10 08:01:09
Thing.,1c0ac73d-95d4-4e67-888a-0cb0b16ddaa3,37,2022-02-05 21:57:18,2020-03-04,2022-10-10,checked-out,6655.36,10,27,2022-09-25 06:37:27
Region.,2dd718d1-fd3a-4bf4-9770-fdf7021ed0d0,8,2021-09-18 11:21:10,2023-05-30,2023-09-03,checked-in,2913.03,2,21,2020-11-29 19:42:31
Reality.,cfea32d7-afff-455b-a6b1-8bde46b81028,33,2023-03-27 01:36:31,2024-07-25,2022-11-08,checked-out,7821.28,7,25,2023-11-09 07:10:00
Politics.,32ed1b6c-dc6f-4918-80e7-03a06059560f,56,2024-06-03 07:27:43,2020-07-23,2023-04-30,checked-out,4034.1,10,17,2023-02-24 10:27:16
Defense.,82112567-6f14-467a-90e2-d000f989bb5d,100,2020-11-01 21:21:48,2020-03-15,2020-12-27,unconfirmed,2550.31,9,22,2021-04-19 02:12:11
Rich.,e2a4669b-d9fb-4927-acc0-d917ed2ef4d8,56,2020-06-30 04:45:58,2023-02-02,2022-01-04,unconfirmed,4105.01,9,8,2023-01-03 04:06:18
Water.,6480991d-98c6-4fc4-bf9c-9448d22b4e93,87,2024-02-19 22:06:19,2023-01-03,2024-07-04,unconfirmed,8586.11,9,9,2022-01-25 11:56:12
Six.,ba114363-4e9a-48a1-b345-8e11a066ea36,83,2021-11-04 11:25:05,2020-09-28,2023-04-12,checked-out,9225.23,10,12,2022-10-20 21:49:22
Health.,7af9f9da-8e76-4c0c-9b35-ac4b39397160,52,2022-12-06 02:45:41,2020-08-23,2021-11-29,checked-out,3455.66,6,26,2020-03-10 01:10:06
Else whom.,75e6231a-23cf-4040-8d74-644010b83548,37,2023-07-18 02:34:13,2021-03-21,2024-02-05,checked-out,8133.74,9,10,2024-04-24 00:58:46
Myself.,9fc74860-9144-45ba-a72a-530b36914b0d,94,2023-07-09 12:16:04,2024-03-17,2022-07-01,checked-out,1556.54,1,30,2024-05-13 22:51:19
Lose.,10685077-a49c-42dc-9098-4c58caf1a639,3,2020-09-05 22:00:51,2023-05-22,2020-05-09,checked-out,3993.0,10,28,2021-12-01 03:31:30
Could.,5f7a29b2-b0fa-4a33-8610-ca7b72428ff9,22,2020-12-02 00:30:02,2022-09-04,2021-07-31,checked-out,9434.39,3,27,2024-05-15 17:35:35
Consumer.,42cbb3bc-390e-4ec3-863b-48dae4f079fe,44,2023-07-28 08:36:30,2020-01-03,2024-07-28,unconfirmed,1937.58,8,7,2023-03-26 07:33:31
Public.,926f9937-212e-446c-92dd-754ce5b0041e,25,2022-08-15 23:43:09,2023-04-28,2021-04-10,checked-in,246.08,4,13,2023-07-15 22:40:42
Table.,dcda090c-6a4b-417b-a7c7-8dde4b657e37,25,2020-09-25 22:37:48,2023-09-15,2022-11-03,checked-out,6565.09,10,29,2023-08-21 23:59:04
Likely.,46932d77-f482-4904-97e3-c1b344483cbc,85,2020-11-26 15:13:45,2022-12-23,2020-04-12,checked-out,8812.39,6,24,2023-07-02 17:22:14
A at.,2be87841-6337-41bd-8580-eb914d8b8a0e,63,2020-12-28 17:05:12,2024-07-18,2022-06-26,checked-in,6809.42,10,25,2023-06-08 01:59:57
Wrong.,914c65ee-6d42-4851-bf85-1f0b4200d78c,93,2021-05-14 15:01:40,2023-04-03,2022-07-30,unconfirmed,4910.64,5,14,2023-07-05 07:31:32
Can.,b045c428-cdd1-4c08-8369-dc2fd0ee357c,75,2023-04-15 15:26:35,2021-05-10,2020-04-15,checked-in,1603.31,3,11,2021-12-14 00:05:09
Another.,51453aa2-af8f-4b96-98a9-1c1828b2d14a,78,2020-01-07 11:18:28,2023-02-28,2020-09-22,unconfirmed,560.61,4,16,2021-06-16 20:16:59
Nearly.,ec454766-b1d6-4907-9cf7-9c65e2890223,81,2022-12-13 15:07:17,2023-04-10,2022-03-06,checked-out,6187.7,9,10,2022-03-19 06:21:53
Citizen.,b4b474f1-fd0d-450c-9a29-eaa189f09bb8,40,2023-11-22 16:13:58,2024-05-04,2022-09-01,checked-out,4644.95,10,13,2023-07-11 19:06:05
Dog other.,153c0116-bf3b-4a65-9308-86eee6936e27,71,2024-08-07 22:32:54,2020-01-12,2022-05-14,checked-in,3712.78,8,25,2021-05-06 04:21:16
Audience.,35193693-8675-4e3f-8a20-01d2594acf5e,87,2023-07-13 21:02:16,2022-01-26,2023-08-27,checked-out,3454.36,3,17,2024-04-07 18:11:44
Her deep.,880e14b3-20bd-4104-b58c-3ebfa03b7fe3,46,2020-07-14 07:58:12,2023-03-05,2020-01-04,checked-in,9628.46,10,16,2020-01-06 16:19:39
Sort.,327b04e3-8fc8-493c-9e96-de6fa78ec2d7,12,2020-11-29 01:47:49,2024-05-23,2024-07-11,checked-in,7722.41,4,24,2020-10-28 02:32:13
